fra;clage_vacsi;jour;n_dose1_h;n_complet_h;n_rappel_h;n_2_rappel_h;n_rappel_biv_h;n_3_rappel_h;n_cum_dose1_h;n_cum_complet_h;n_cum_rappel_h;n_cum_2_rappel_h;n_cum_rappel_biv_h;n_cum_3_rappel_h;couv_dose1_h;couv_complet_h;couv_rappel_h;couv_2_rappel_h;couv_rappel_biv_h;couv_3_rappel_h;n_dose1_f;n_complet_f;n_rappel_f;n_2_rappel_f;n_rappel_biv_f;n_3_rappel_f;n_cum_dose1_f;n_cum_complet_f;n_cum_rappel_f;n_cum_2_rappel_f;n_cum_rappel_biv_f;n_cum_3_rappel_f;couv_dose1_f;couv_complet_f;couv_rappel_f;couv_2_rappel_f;couv_rappel_biv_f;couv_3_rappel_f;n_dose1_e;n_complet_e;n_rappel_e;n_2_rappel_e;n_rappel_biv_e;n_3_rappel_e;n_cum_dose1_e;n_cum_complet_e;n_cum_rappel_e;n_cum_2_rappel_e;n_cum_rappel_biv_e;n_cum_3_rappel_e;couv_dose1_e;couv_complet_e;couv_rappel_e;couv_2_rappel_e;couv_rappel_biv_e;couv_3_rappel_e
FR;04;2022-08-06;0;0;1;0;0;0;3422;2130;530;10;0;0;0.2;0.1;0.0;0.0;0.0;0.0;0;0;0;0;0;0;2671;1634;413;15;0;0;0.2;0.1;0.0;0.0;0.0;0.0;0;0;1;0;0;0;6205;3817;954;26;0;0;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2022-08-07;0;0;0;0;0;0;3422;2130;530;10;0;0;0.2;0.1;0.0;0.0;0.0;0.0;0;0;0;0;0;0;2671;1634;413;15;0;0;0.2;0.1;0.0;0.0;0.0;0.0;0;0;0;0;0;0;6205;3817;954;26;0;0;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2022-08-08;2;1;0;0;0;0;3424;2131;530;10;0;0;0.2;0.1;0.0;0.0;0.0;0.0;0;0;0;0;0;0;2671;1634;413;15;0;0;0.2;0.1;0.0;0.0;0.0;0.0;2;1;0;0;0;0;6207;3818;954;26;0;0;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2022-08-09;0;0;0;0;0;0;3424;2131;530;10;0;0;0.2;0.1;0.0;0.0;0.0;0.0;0;0;0;0;0;0;2671;1634;413;15;0;0;0.2;0.1;0.0;0.0;0.0;0.0;0;0;0;0;0;0;6207;3818;954;26;0;0;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2022-08-10;0;0;0;0;0;0;3424;2131;530;10;0;0;0.2;0.1;0.0;0.0;0.0;0.0;1;1;0;0;0;0;2672;1635;413;15;0;0;0.2;0.1;0.0;0.0;0.0;0.0;1;1;0;0;0;0;6208;3819;954;26;0;0;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2022-08-11;1;3;1;0;0;0;3425;2134;531;10;0;0;0.2;0.1;0.0;0.0;0.0;0.0;0;1;0;0;0;0;2672;1636;413;15;0;0;0.2;0.1;0.0;0.0;0.0;0.0;1;4;1;0;0;0;6209;3823;955;26;0;0;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2022-08-12;0;1;0;0;0;0;3425;2135;531;10;0;0;0.2;0.1;0.0;0.0;0.0;0.0;0;1;0;0;0;0;2672;1637;413;15;0;0;0.2;0.1;0.0;0.0;0.0;0.0;0;2;0;0;0;0;6209;3825;955;26;0;0;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2022-08-13;2;0;0;0;0;0;3427;2135;531;10;0;0;0.2;0.1;0.0;0.0;0.0;0.0;1;0;0;0;0;0;2673;1637;413;15;0;0;0.2;0.1;0.0;0.0;0.0;0.0;3;0;0;0;0;0;6212;3825;955;26;0;0;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2022-08-14;0;0;0;0;0;0;3427;2135;531;10;0;0;0.2;0.1;0.0;0.0;0.0;0.0;0;0;0;0;0;0;2673;1637;413;15;0;0;0.2;0.1;0.0;0.0;0.0;0.0;0;0;0;0;0;0;6212;3825;955;26;0;0;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2022-08-15;0;0;0;0;0;0;3427;2135;531;10;0;0;0.2;0.1;0.0;0.0;0.0;0.0;0;0;0;0;0;0;2673;1637;413;15;0;0;0.2;0.1;0.0;0.0;0.0;0.0;0;0;0;0;0;0;6212;3825;955;26;0;0;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2022-08-16;1;1;1;0;0;0;3428;2136;532;10;0;0;0.2;0.1;0.0;0.0;0.0;0.0;0;1;0;0;0;0;2673;1638;413;15;0;0;0.2;0.1;0.0;0.0;0.0;0.0;1;2;1;0;0;0;6213;3827;956;26;0;0;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2022-08-17;2;1;1;0;0;0;3430;2137;533;10;0;0;0.2;0.1;0.0;0.0;0.0;0.0;0;0;0;0;0;0;2673;1638;413;15;0;0;0.2;0.1;0.0;0.0;0.0;0.0;2;1;1;0;0;0;6215;3828;957;26;0;0;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2022-08-18;0;0;0;0;0;0;3430;2137;533;10;0;0;0.2;0.1;0.0;0.0;0.0;0.0;0;1;0;0;0;0;2673;1639;413;15;0;0;0.2;0.1;0.0;0.0;0.0;0.0;0;1;0;0;0;0;6215;3829;957;26;0;0;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2022-08-19;1;2;0;0;0;0;3431;2139;533;10;0;0;0.2;0.1;0.0;0.0;0.0;0.0;0;2;0;0;0;0;2673;1641;413;15;0;0;0.2;0.1;0.0;0.0;0.0;0.0;1;4;0;0;0;0;6216;3833;957;26;0;0;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2022-08-20;0;1;0;0;0;0;3431;2140;533;10;0;0;0.2;0.1;0.0;0.0;0.0;0.0;0;0;0;0;0;0;2673;1641;413;15;0;0;0.2;0.1;0.0;0.0;0.0;0.0;0;1;0;0;0;0;6216;3834;957;26;0;0;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2022-08-21;0;0;0;0;0;0;3431;2140;533;10;0;0;0.2;0.1;0.0;0.0;0.0;0.0;0;0;0;0;0;0;2673;1641;413;15;0;0;0.2;0.1;0.0;0.0;0.0;0.0;0;0;0;0;0;0;6216;3834;957;26;0;0;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2022-08-22;2;0;1;0;0;0;3433;2140;534;10;0;0;0.2;0.1;0.0;0.0;0.0;0.0;0;0;1;0;0;0;2673;1641;414;15;0;0;0.2;0.1;0.0;0.0;0.0;0.0;2;0;2;0;0;0;6218;3834;959;26;0;0;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2022-08-23;0;0;0;0;0;0;3433;2140;534;10;0;0;0.2;0.1;0.0;0.0;0.0;0.0;1;0;1;0;0;0;2674;1641;415;15;0;0;0.2;0.1;0.0;0.0;0.0;0.0;1;0;1;0;0;0;6219;3834;960;26;0;0;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2022-08-24;4;0;0;0;0;0;3437;2140;534;10;0;0;0.2;0.1;0.0;0.0;0.0;0.0;0;0;0;0;0;0;2674;1641;415;15;0;0;0.2;0.1;0.0;0.0;0.0;0.0;4;0;0;0;0;0;6223;3834;960;26;0;0;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2022-08-25;1;1;0;0;0;0;3438;2141;534;10;0;0;0.2;0.1;0.0;0.0;0.0;0.0;0;0;0;0;0;0;2674;1641;415;15;0;0;0.2;0.1;0.0;0.0;0.0;0.0;1;1;0;0;0;0;6224;3835;960;26;0;0;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2022-08-26;1;0;2;0;0;0;3439;2141;536;10;0;0;0.2;0.1;0.0;0.0;0.0;0.0;0;0;0;0;0;0;2674;1641;415;15;0;0;0.2;0.1;0.0;0.0;0.0;0.0;1;0;2;0;0;0;6225;3835;962;26;0;0;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2022-08-27;0;0;0;0;0;0;3439;2141;536;10;0;0;0.2;0.1;0.0;0.0;0.0;0.0;0;0;0;0;0;0;2674;1641;415;15;0;0;0.2;0.1;0.0;0.0;0.0;0.0;0;0;0;0;0;0;6225;3835;962;26;0;0;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2022-08-28;0;0;0;0;0;0;3439;2141;536;10;0;0;0.2;0.1;0.0;0.0;0.0;0.0;0;0;0;0;0;0;2674;1641;415;15;0;0;0.2;0.1;0.0;0.0;0.0;0.0;0;0;0;0;0;0;6225;3835;962;26;0;0;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2022-08-29;0;0;0;0;0;0;3439;2141;536;10;0;0;0.2;0.1;0.0;0.0;0.0;0.0;0;0;0;0;0;0;2674;1641;415;15;0;0;0.2;0.1;0.0;0.0;0.0;0.0;0;0;0;0;0;0;6225;3835;962;26;0;0;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2022-08-30;0;0;0;1;0;0;3439;2141;536;11;0;0;0.2;0.1;0.0;0.0;0.0;0.0;0;0;0;0;0;0;2674;1641;415;15;0;0;0.2;0.1;0.0;0.0;0.0;0.0;0;0;0;1;0;0;6225;3835;962;27;0;0;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2022-08-31;0;0;0;1;0;0;3439;2141;536;12;0;0;0.2;0.1;0.0;0.0;0.0;0.0;1;0;0;0;0;0;2675;1641;415;15;0;0;0.2;0.1;0.0;0.0;0.0;0.0;1;0;0;1;0;0;6226;3835;962;28;0;0;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2022-09-01;0;0;0;0;0;0;3439;2141;536;12;0;0;0.2;0.1;0.0;0.0;0.0;0.0;1;2;0;0;0;0;2676;1643;415;15;0;0;0.2;0.1;0.0;0.0;0.0;0.0;1;2;0;0;0;0;6227;3837;962;28;0;0;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2022-09-02;0;0;0;0;0;0;3439;2141;536;12;0;0;0.2;0.1;0.0;0.0;0.0;0.0;1;0;0;0;0;0;2677;1643;415;15;0;0;0.2;0.1;0.0;0.0;0.0;0.0;1;0;0;0;0;0;6228;3837;962;28;0;0;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2022-09-03;0;0;0;0;0;0;3439;2141;536;12;0;0;0.2;0.1;0.0;0.0;0.0;0.0;0;0;0;0;0;0;2677;1643;415;15;0;0;0.2;0.1;0.0;0.0;0.0;0.0;0;0;0;0;0;0;6228;3837;962;28;0;0;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2022-09-04;0;0;0;0;0;0;3439;2141;536;12;0;0;0.2;0.1;0.0;0.0;0.0;0.0;0;0;0;0;0;0;2677;1643;415;15;0;0;0.2;0.1;0.0;0.0;0.0;0.0;0;0;0;0;0;0;6228;3837;962;28;0;0;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2022-09-05;1;0;0;0;0;0;3440;2141;536;12;0;0;0.2;0.1;0.0;0.0;0.0;0.0;1;0;0;0;0;0;2678;1643;415;15;0;0;0.2;0.1;0.0;0.0;0.0;0.0;2;0;0;0;0;0;6230;3837;962;28;0;0;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2022-09-06;0;0;0;0;0;0;3440;2141;536;12;0;0;0.2;0.1;0.0;0.0;0.0;0.0;0;0;0;0;0;1;2678;1643;415;15;0;1;0.2;0.1;0.0;0.0;0.0;0.0;0;0;0;0;0;1;6230;3837;962;28;0;1;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2022-09-07;0;0;0;0;0;0;3440;2141;536;12;0;0;0.2;0.1;0.0;0.0;0.0;0.0;0;0;0;0;0;0;2678;1643;415;15;0;1;0.2;0.1;0.0;0.0;0.0;0.0;0;0;0;0;0;0;6230;3837;962;28;0;1;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2022-09-08;0;0;0;0;0;0;3440;2141;536;12;0;0;0.2;0.1;0.0;0.0;0.0;0.0;0;0;0;0;0;0;2678;1643;415;15;0;1;0.2;0.1;0.0;0.0;0.0;0.0;0;0;0;0;0;0;6230;3837;962;28;0;1;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2022-09-09;0;0;0;0;0;0;3440;2141;536;12;0;0;0.2;0.1;0.0;0.0;0.0;0.0;1;0;1;0;0;0;2679;1643;416;15;0;1;0.2;0.1;0.0;0.0;0.0;0.0;1;0;1;0;0;0;6231;3837;963;28;0;1;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2022-09-10;1;0;0;0;0;0;3441;2141;536;12;0;0;0.2;0.1;0.0;0.0;0.0;0.0;0;0;0;0;0;0;2679;1643;416;15;0;1;0.2;0.1;0.0;0.0;0.0;0.0;1;0;0;0;0;0;6232;3837;963;28;0;1;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2022-09-11;0;0;0;0;0;0;3441;2141;536;12;0;0;0.2;0.1;0.0;0.0;0.0;0.0;0;0;0;0;0;0;2679;1643;416;15;0;1;0.2;0.1;0.0;0.0;0.0;0.0;0;0;0;0;0;0;6232;3837;963;28;0;1;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2022-09-12;1;2;0;0;0;0;3442;2143;536;12;0;0;0.2;0.1;0.0;0.0;0.0;0.0;0;0;0;0;0;0;2679;1643;416;15;0;1;0.2;0.1;0.0;0.0;0.0;0.0;1;2;0;0;0;0;6233;3839;963;28;0;1;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2022-09-13;2;1;0;0;0;0;3444;2144;536;12;0;0;0.2;0.1;0.0;0.0;0.0;0.0;0;0;0;0;0;0;2679;1643;416;15;0;1;0.2;0.1;0.0;0.0;0.0;0.0;2;1;0;0;0;0;6235;3840;963;28;0;1;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2022-09-14;0;1;0;0;0;0;3444;2145;536;12;0;0;0.2;0.1;0.0;0.0;0.0;0.0;0;0;0;0;0;0;2679;1643;416;15;0;1;0.2;0.1;0.0;0.0;0.0;0.0;0;1;0;0;0;0;6235;3841;963;28;0;1;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2022-09-15;0;1;0;0;0;0;3444;2146;536;12;0;0;0.2;0.1;0.0;0.0;0.0;0.0;0;0;0;0;0;0;2679;1643;416;15;0;1;0.2;0.1;0.0;0.0;0.0;0.0;0;1;0;0;0;0;6235;3842;963;28;0;1;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2022-09-16;0;0;0;0;0;0;3444;2146;536;12;0;0;0.2;0.1;0.0;0.0;0.0;0.0;1;0;0;2;0;0;2680;1643;416;17;0;1;0.2;0.1;0.0;0.0;0.0;0.0;1;0;0;2;0;0;6236;3842;963;30;0;1;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2022-09-17;0;1;0;0;0;0;3444;2147;536;12;0;0;0.2;0.1;0.0;0.0;0.0;0.0;0;0;0;0;0;0;2680;1643;416;17;0;1;0.2;0.1;0.0;0.0;0.0;0.0;0;1;0;0;0;0;6236;3843;963;30;0;1;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2022-09-18;0;0;0;0;0;0;3444;2147;536;12;0;0;0.2;0.1;0.0;0.0;0.0;0.0;0;0;0;0;0;0;2680;1643;416;17;0;1;0.2;0.1;0.0;0.0;0.0;0.0;0;0;0;0;0;0;6236;3843;963;30;0;1;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2022-09-19;1;0;0;0;0;0;3445;2147;536;12;0;0;0.2;0.1;0.0;0.0;0.0;0.0;0;0;0;0;0;0;2680;1643;416;17;0;1;0.2;0.1;0.0;0.0;0.0;0.0;1;0;0;0;0;0;6237;3843;963;30;0;1;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2022-09-20;1;0;1;0;0;0;3446;2147;537;12;0;0;0.2;0.1;0.0;0.0;0.0;0.0;0;0;0;0;0;0;2680;1643;416;17;0;1;0.2;0.1;0.0;0.0;0.0;0.0;1;0;1;0;0;0;6238;3843;964;30;0;1;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2022-09-21;0;0;0;0;0;0;3446;2147;537;12;0;0;0.2;0.1;0.0;0.0;0.0;0.0;1;0;0;0;0;0;2681;1643;416;17;0;1;0.2;0.1;0.0;0.0;0.0;0.0;1;0;0;0;0;0;6239;3843;964;30;0;1;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2022-09-22;1;1;0;0;0;0;3447;2148;537;12;0;0;0.2;0.1;0.0;0.0;0.0;0.0;0;0;0;0;0;0;2681;1643;416;17;0;1;0.2;0.1;0.0;0.0;0.0;0.0;1;1;0;0;0;0;6240;3844;964;30;0;1;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2022-09-23;0;0;0;0;0;0;3447;2148;537;12;0;0;0.2;0.1;0.0;0.0;0.0;0.0;0;1;0;0;0;0;2681;1644;416;17;0;1;0.2;0.1;0.0;0.0;0.0;0.0;0;1;0;0;0;0;6240;3845;964;30;0;1;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2022-09-24;0;0;0;0;0;0;3447;2148;537;12;0;0;0.2;0.1;0.0;0.0;0.0;0.0;0;0;0;0;0;0;2681;1644;416;17;0;1;0.2;0.1;0.0;0.0;0.0;0.0;0;0;0;0;0;0;6240;3845;964;30;0;1;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2022-09-25;0;0;0;0;0;0;3447;2148;537;12;0;0;0.2;0.1;0.0;0.0;0.0;0.0;0;0;0;0;0;0;2681;1644;416;17;0;1;0.2;0.1;0.0;0.0;0.0;0.0;0;0;0;0;0;0;6240;3845;964;30;0;1;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2022-09-26;0;1;0;0;0;0;3447;2149;537;12;0;0;0.2;0.1;0.0;0.0;0.0;0.0;0;0;0;0;0;0;2681;1644;416;17;0;1;0.2;0.1;0.0;0.0;0.0;0.0;0;1;0;0;0;0;6240;3846;964;30;0;1;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2022-09-27;1;0;0;0;0;0;3448;2149;537;12;0;0;0.2;0.1;0.0;0.0;0.0;0.0;0;0;0;0;0;0;2681;1644;416;17;0;1;0.2;0.1;0.0;0.0;0.0;0.0;1;0;0;0;0;0;6241;3846;964;30;0;1;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2022-09-28;0;0;0;0;0;0;3448;2149;537;12;0;0;0.2;0.1;0.0;0.0;0.0;0.0;0;1;0;0;0;0;2681;1645;416;17;0;1;0.2;0.1;0.0;0.0;0.0;0.0;0;1;0;0;0;0;6241;3847;964;30;0;1;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2022-09-29;0;0;0;0;0;0;3448;2149;537;12;0;0;0.2;0.1;0.0;0.0;0.0;0.0;1;0;0;0;0;0;2682;1645;416;17;0;1;0.2;0.1;0.0;0.0;0.0;0.0;1;0;0;0;0;0;6242;3847;964;30;0;1;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2022-09-30;0;0;0;0;0;0;3448;2149;537;12;0;0;0.2;0.1;0.0;0.0;0.0;0.0;0;0;0;0;0;0;2682;1645;416;17;0;1;0.2;0.1;0.0;0.0;0.0;0.0;0;0;0;0;0;0;6242;3847;964;30;0;1;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2022-10-01;0;0;0;0;0;0;3448;2149;537;12;0;0;0.2;0.1;0.0;0.0;0.0;0.0;0;0;0;0;0;0;2682;1645;416;17;0;1;0.2;0.1;0.0;0.0;0.0;0.0;0;0;0;0;0;0;6242;3847;964;30;0;1;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2022-10-02;0;2;0;0;0;0;3448;2151;537;12;0;0;0.2;0.1;0.0;0.0;0.0;0.0;0;0;0;0;0;0;2682;1645;416;17;0;1;0.2;0.1;0.0;0.0;0.0;0.0;0;2;0;0;0;0;6242;3849;964;30;0;1;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2022-10-03;1;3;1;0;0;0;3449;2154;538;12;0;0;0.2;0.1;0.0;0.0;0.0;0.0;0;0;0;0;0;0;2682;1645;416;17;0;1;0.2;0.1;0.0;0.0;0.0;0.0;1;3;1;0;0;0;6243;3852;965;30;0;1;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2022-10-04;1;0;0;0;0;0;3450;2154;538;12;0;0;0.2;0.1;0.0;0.0;0.0;0.0;0;0;0;0;0;0;2682;1645;416;17;0;1;0.2;0.1;0.0;0.0;0.0;0.0;1;0;0;0;0;0;6244;3852;965;30;0;1;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2022-10-05;0;0;0;0;0;0;3450;2154;538;12;0;0;0.2;0.1;0.0;0.0;0.0;0.0;0;0;1;0;0;0;2682;1645;417;17;0;1;0.2;0.1;0.0;0.0;0.0;0.0;0;0;1;0;0;0;6244;3852;966;30;0;1;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2022-10-06;0;0;0;0;0;0;3450;2154;538;12;0;0;0.2;0.1;0.0;0.0;0.0;0.0;0;0;0;0;0;0;2682;1645;417;17;0;1;0.2;0.1;0.0;0.0;0.0;0.0;0;0;0;0;0;0;6244;3852;966;30;0;1;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2022-10-07;1;1;0;0;0;0;3451;2155;538;12;0;0;0.2;0.1;0.0;0.0;0.0;0.0;1;1;0;1;0;0;2683;1646;417;18;0;1;0.2;0.1;0.0;0.0;0.0;0.0;2;2;0;1;0;0;6246;3854;966;31;0;1;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2022-10-08;0;0;0;0;0;0;3451;2155;538;12;0;0;0.2;0.1;0.0;0.0;0.0;0.0;0;0;0;0;0;0;2683;1646;417;18;0;1;0.2;0.1;0.0;0.0;0.0;0.0;0;0;0;0;0;0;6246;3854;966;31;0;1;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2022-10-09;0;0;0;0;0;0;3451;2155;538;12;0;0;0.2;0.1;0.0;0.0;0.0;0.0;1;0;0;0;0;0;2684;1646;417;18;0;1;0.2;0.1;0.0;0.0;0.0;0.0;1;0;0;0;0;0;6247;3854;966;31;0;1;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2022-10-10;0;0;1;0;0;0;3451;2155;539;12;0;0;0.2;0.1;0.0;0.0;0.0;0.0;0;1;0;0;0;0;2684;1647;417;18;0;1;0.2;0.1;0.0;0.0;0.0;0.0;0;1;1;0;0;0;6247;3855;967;31;0;1;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2022-10-11;2;0;0;0;0;0;3453;2155;539;12;0;0;0.2;0.1;0.0;0.0;0.0;0.0;0;0;0;0;0;0;2684;1647;417;18;0;1;0.2;0.1;0.0;0.0;0.0;0.0;2;0;0;0;0;0;6249;3855;967;31;0;1;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2022-10-12;0;0;0;0;0;0;3453;2155;539;12;0;0;0.2;0.1;0.0;0.0;0.0;0.0;1;1;0;0;0;0;2685;1648;417;18;0;1;0.2;0.1;0.0;0.0;0.0;0.0;1;1;0;0;0;0;6250;3856;967;31;0;1;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2022-10-13;0;0;0;0;0;0;3453;2155;539;12;0;0;0.2;0.1;0.0;0.0;0.0;0.0;0;0;0;0;0;0;2685;1648;417;18;0;1;0.2;0.1;0.0;0.0;0.0;0.0;0;0;0;0;0;0;6250;3856;967;31;0;1;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2022-10-14;1;0;0;0;0;0;3454;2155;539;12;0;0;0.2;0.1;0.0;0.0;0.0;0.0;1;0;0;0;0;0;2686;1648;417;18;0;1;0.2;0.1;0.0;0.0;0.0;0.0;2;0;0;0;0;0;6252;3856;967;31;0;1;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2022-10-15;0;0;0;0;0;0;3454;2155;539;12;0;0;0.2;0.1;0.0;0.0;0.0;0.0;0;0;0;0;0;0;2686;1648;417;18;0;1;0.2;0.1;0.0;0.0;0.0;0.0;0;0;0;0;0;0;6252;3856;967;31;0;1;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2022-10-16;0;0;0;0;0;0;3454;2155;539;12;0;0;0.2;0.1;0.0;0.0;0.0;0.0;0;0;0;0;0;0;2686;1648;417;18;0;1;0.2;0.1;0.0;0.0;0.0;0.0;0;0;0;0;0;0;6252;3856;967;31;0;1;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2022-10-17;1;1;0;0;0;0;3455;2156;539;12;0;0;0.2;0.1;0.0;0.0;0.0;0.0;0;0;0;0;0;0;2686;1648;417;18;0;1;0.2;0.1;0.0;0.0;0.0;0.0;1;1;0;0;0;0;6253;3857;967;31;0;1;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2022-10-18;0;1;1;0;1;0;3455;2157;540;12;1;0;0.2;0.1;0.0;0.0;0.0;0.0;0;0;0;0;0;0;2686;1648;417;18;0;1;0.2;0.1;0.0;0.0;0.0;0.0;0;1;1;0;1;0;6253;3858;968;31;1;1;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2022-10-19;0;0;0;0;0;0;3455;2157;540;12;1;0;0.2;0.1;0.0;0.0;0.0;0.0;0;0;0;0;0;0;2686;1648;417;18;0;1;0.2;0.1;0.0;0.0;0.0;0.0;0;0;0;0;0;0;6253;3858;968;31;1;1;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2022-10-20;0;0;0;0;0;0;3455;2157;540;12;1;0;0.2;0.1;0.0;0.0;0.0;0.0;1;2;0;0;1;1;2687;1650;417;18;1;2;0.2;0.1;0.0;0.0;0.0;0.0;1;2;0;0;1;1;6254;3860;968;31;2;2;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2022-10-21;1;0;0;0;0;0;3456;2157;540;12;1;0;0.2;0.1;0.0;0.0;0.0;0.0;2;0;0;0;0;0;2689;1650;417;18;1;2;0.2;0.1;0.0;0.0;0.0;0.0;3;0;0;0;0;0;6257;3860;968;31;2;2;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2022-10-22;0;0;0;0;0;0;3456;2157;540;12;1;0;0.2;0.1;0.0;0.0;0.0;0.0;0;0;0;0;0;0;2689;1650;417;18;1;2;0.2;0.1;0.0;0.0;0.0;0.0;0;0;0;0;0;0;6257;3860;968;31;2;2;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2022-10-23;0;0;0;0;0;0;3456;2157;540;12;1;0;0.2;0.1;0.0;0.0;0.0;0.0;0;0;0;0;0;0;2689;1650;417;18;1;2;0.2;0.1;0.0;0.0;0.0;0.0;0;0;0;0;0;0;6257;3860;968;31;2;2;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2022-10-24;0;0;0;0;0;0;3456;2157;540;12;1;0;0.2;0.1;0.0;0.0;0.0;0.0;1;0;0;0;0;0;2690;1650;417;18;1;2;0.2;0.1;0.0;0.0;0.0;0.0;1;0;0;0;0;0;6258;3860;968;31;2;2;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2022-10-25;0;0;0;0;0;0;3456;2157;540;12;1;0;0.2;0.1;0.0;0.0;0.0;0.0;0;0;0;0;0;0;2690;1650;417;18;1;2;0.2;0.1;0.0;0.0;0.0;0.0;0;0;0;0;0;0;6258;3860;968;31;2;2;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2022-10-26;0;0;0;0;0;0;3456;2157;540;12;1;0;0.2;0.1;0.0;0.0;0.0;0.0;1;0;0;0;0;0;2691;1650;417;18;1;2;0.2;0.1;0.0;0.0;0.0;0.0;1;0;0;0;0;0;6259;3860;968;31;2;2;0.2;0.1;0.0;0.0;0.0;0.0
